platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type
twitch,kato_junichi0817,加藤純一です,545050196,633766,45958,23047,1650,2757,2569614,Vampire Survivors,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,jp,ja,affilate,Male
twitch,woowakgood,우왁굳,49045679,625415,27952,16605,2260,3338,1940600,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ebc60c08-721b-4572-8f51-8be7136a0c96-profile_image-300x300.png,KR,ko,partner,Male
twitch,cellbit,Cellbit,28579002,619916,141676,87518,425,7516,1831502,Tabletop RPGs,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,pt,partner,Male
twitch,k4sen,k4sen,44525650,617235,16135,10010,3700,4316,1595548,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JP,ja,partner,Male
twitch,lirik,LIRIK,23161357,602969,30663,17648,2050,-2883,1760937,Resident Evil Village,https://static-cdn.jtvnw.net/jtv_user_pictures/7ddf1f29-544d-4b88-bbed-16e74d836792-profile_image-300x300.png,US,en,partner,Male
twitch,shroud,shroud,37402112,602578,36916,16739,2160,7222,2635000,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male
twitch,moonmoon,MOONMOON,121059319,592985,20369,11534,3085,381,940046,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male
twitch,yoda,YoDa,47071880,587451,19686,9301,3790,2636,1077947,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a1489408-be7a-42b8-b823-962d1e0f0a6a-profile_image-300x300.png,BR,pt,partner,Male
twitch,amouranth,Amouranth,125387632,586603,32666,12460,2825,26106,315419,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/73a412eb-6d1c-4a1d-8711-aca8e1d144cb-profile_image-300x300.png,US,en,partner,Female
twitch,ml7support,mL7support,51929371,577560,27820,11869,2920,13772,1004713,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/94286e18-367b-4795-98a5-d8dd530d4d0a-profile_image-300x300.png,RO,en,partner,Male
twitch,gorgc,Gorgc,108268890,577110,102875,16296,2125,2532,1438830,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male
twitch,shuteye_orange,蝦愛橘子,25202416,575388,6454,3426,10080,311,467705,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/e496689c-5e8f-44a6-8733-b3c5b6e17e19-profile_image-300x300.png,TW,zh,partner,Male
twitch,gotaga,Gotaga,24147592,569668,73636,22053,1550,19498,2042108,Call of Duty: Modern Warfare II,https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-300x300.png,FR,fr,partner,Male
twitch,tsm_imperialhal,TSM_ImperialHal,146922206,560959,26272,12560,2680,3823,1569673,Apex Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/039b8034-2b66-4d30-97ec-15bf08f219d9-profile_image-300x300.png,US,en,partner,Male
twitch,redbull,RedBull,44426109,556537,32142,12944,2580,14994,1402370,Age of Empires II,https://static-cdn.jtvnw.net/jtv_user_pictures/cd0c92a3-96d1-411b-90c5-ac3f29d86485-profile_image-300x300.png,,en,partner,Organization
twitch,luquet4,LuquEt4,267635380,555500,48991,20703,1610,24113,2029236,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/0863a8b0-7fdb-44a9-8212-680cfbaa38f9-profile_image-300x300.png,BR,pt,partner,Male
twitch,rocketleague,RocketLeague,57781936,551418,52316,26791,1235,5774,1408807,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/4f182bee-012a-4955-9bd2-55d903f84276-profile_image-300x300.png,US,en,partner,Organization
twitch,recrent,Recrent,39154778,543230,12462,7581,4300,8247,2025904,Call of Duty: Modern Warfare II,https://static-cdn.jtvnw.net/jtv_user_pictures/a80add0f-3771-4679-84b4-ea0c6f7336ee-profile_image-300x300.png,RU,ru,partner,Male
twitch,elxokas,elxokas,31919607,536165,42648,14427,2230,6644,2210359,Pokémon Community Game,https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png,ES,es,partner,Male
twitch,shlorox,Shlorox,40784764,531459,16014,6469,4930,953,1337857,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/shlorox-profile_image-4be72b9009ae00a8-300x300.png,CH,de,partner,Male
twitch,alanzoka,alanzoka,38244180,526584,29784,18370,1720,9219,1518248,Resident Evil Village,https://static-cdn.jtvnw.net/jtv_user_pictures/15cec952-c1ba-4ff8-a79c-53c2fa5bd269-profile_image-300x300.png,BR,pt,partner,Male
twitch,knekro,knekro,152633332,522047,60192,12606,2485,8294,1764900,Pokémon Community Game,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male
twitch,apricot,Apricot,151054406,521729,7099,3217,9735,8226,753944,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/672775fe-0553-413e-b16b-190c49cff99f-profile_image-300x300.png,GB,en,partner,Female
twitch,obm1025,오킹,166079347,515066,17951,7613,4060,11680,1560532,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0bd71b32-6417-471c-8196-d58df1a0105d-profile_image-300x300.jpg,KR,ko,partner,Male
twitch,dafran,dafran,41314239,513710,37369,14107,2185,14805,960015,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/dafran-profile_image-98c45a96ca6ad150-300x300.png,DK,en,partner,Male
twitch,yourragegaming,yourragegaming,36926489,501657,56615,19357,1555,9658,2420180,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-300x300.png,US,en,partner,Male
twitch,casimito,casimito,254489093,489577,77766,22772,1290,86119,1456197,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/32805a78-d927-48bd-8089-bf5efed53ea4-profile_image-300x300.png,BR,pt,partner,Male
twitch,chess,Chess,7601562,487855,32587,11640,2515,6934,2677912,Chess,https://static-cdn.jtvnw.net/jtv_user_pictures/320d61dc-5202-44ad-a203-8a8d7a9cbfa9-profile_image-300x300.png,,en,partner,Organization
twitch,teepee,TeePee,23844396,483250,15454,6423,4515,8907,1384529,Call of Duty: Modern Warfare II,https://static-cdn.jtvnw.net/jtv_user_pictures/6779c120-259e-4d7e-907e-1ca19b66d526-profile_image-300x300.png,US,en,partner,Male
twitch,zackrawrr,zackrawrr,552120296,475455,17546,10952,2605,9825,1526493,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,without status,Male
twitch,averagejonas,AverageJonas,124304147,467465,18774,5415,5180,13509,1012126,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/dca7e0ce-d5d5-417a-8c9d-324841cd74df-profile_image-300x300.png,NO,en,partner,Male
twitch,stray228,Stray228,40488774,460612,15193,10143,2725,6392,,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-300x300.jpeg,RU,ru,partner,Male
twitch,antoinedaniel,AntoineDaniel,135468063,455397,28768,15014,1820,4730,1567923,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/7474d9d8-ab27-46c8-95f4-0c71b1878c78-profile_image-300x300.png,FR,fr,partner,Male
twitch,quin69,Quin69,56649026,452794,15851,10890,2495,-548,750783,Terraria,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male
twitch,cblol,CBLOL,36511475,445788,72741,48632,550,1931,660520,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/537c6be6-37d3-4e01-a1fb-a56f8bda32ae-profile_image-300x300.png,BR,pt,partner,Organization
twitch,cohhcarnage,CohhCarnage,26610234,438799,15912,7577,3475,-552,556969,RimWorld,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png,US,en,partner,Male
twitch,primevideo,PrimeVideo,168843586,436804,137935,65521,400,13632,,Sports,https://static-cdn.jtvnw.net/jtv_user_pictures/b6095450-4712-4ff9-9215-930fbb45503e-profile_image-300x300.jpeg,US,en,partner,Organization
twitch,abugoku9999,abugoku9999,264984080,432984,14189,6164,4215,5427,236264,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/614dc2a6-1367-4f49-9521-80f456032985-profile_image-300x300.png,DE,de,partner,Male
twitch,gabepeixe,gabepeixe,59799994,426010,17705,7976,3205,7171,4159862,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male
twitch,elraenn,Elraenn,165080419,424773,34016,23276,1095,7897,1572921,Dealer's Life 2,https://static-cdn.jtvnw.net/jtv_user_pictures/0294fec8-8572-4517-9b60-12e0705a8893-profile_image-300x300.png,TR,tr,partner,Male
twitch,esl_csgob,ESL_CSGOb,35936871,418807,86188,29220,860,14206,2071317,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-300x300.jpeg,,en,partner,Organization
twitch,elmariana,ElMariana,496795673,411182,50763,32463,760,27606,1657261,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-300x300.png,MX,es,partner,Male
twitch,aminematue,aminematue,407388596,407686,83888,65230,375,18884,1642568,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-300x300.png,FR,fr,partner,Male
twitch,aydan,Aydan,120244187,405510,14425,6498,3745,10569,1706566,Call of Duty: Modern Warfare II,https://static-cdn.jtvnw.net/jtv_user_pictures/3c7e4307-f540-4415-84b3-513ce143f0ae-profile_image-300x300.png,US,en,partner,Male
twitch,moistcr1tikal,moistcr1tikal,132230344,403625,22725,10050,2410,9957,1164736,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-300x300.png,US,en,partner,Male
twitch,sinatraa,sinatraa,138094916,402283,21003,9466,2550,8418,966617,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/d5de7613-5632-4c20-bf83-132f5e4c28ac-profile_image-300x300.png,US,en,partner,Male
twitch,grubby,Grubby,20992865,402204,10073,5699,4235,1808,927198,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/e5d06b76-4e12-44f9-82cf-1bcc03359667-profile_image-300x300.png,NL,en,partner,Male
twitch,kyle,Kyle,154425624,401008,12602,7496,3210,445,1184129,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/4f4a941a-ae48-476e-97d9-6d0f37248250-profile_image-300x300.jpeg,US,en,partner,Male
twitch,gronkh,GRONKH,12875057,398736,29528,19773,1210,1830,,The Gunk,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male
twitch,supertf,supertf,59635827,392651,17887,9313,2530,10712,758364,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/supertf-profile_image-4a7fae211a68ae1f-300x300.jpeg,US,en,partner,Male
twitch,thegrefg,TheGrefg,48878319,390074,22534,11146,2100,12407,2466013,God of War,https://static-cdn.jtvnw.net/jtv_user_pictures/3b20c499-b152-4a4c-a511-b0ba9ee63fa5-profile_image-300x300.png,ES,es,partner,Male
twitch,fanum,Fanum,139251406,383342,22733,5618,4095,16914,1586946,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/dacd127e-499e-474d-b2a5-39ff4f7c681d-profile_image-300x300.png,US,en,partner,Male
twitch,darumaisgod,だるまいずごっど,132004305,382431,17453,10902,2105,9486,1131090,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/558550fb-e36d-4adc-b9b4-70e4ed7dd9cb-profile_image-300x300.png,jp,ja,affilate,
twitch,maximilian_dood,Maximilian_DOOD,30104304,381370,15486,9801,2335,1508,865374,Bloodborne,https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-300x300.png,US,en,partner,Male
twitch,zerator,ZeratoR,41719107,378411,21803,10440,2175,1559,1255181,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/599b546a-c27f-4684-93ff-5eeecd01fb2b-profile_image-300x300.png,FR,fr,partner,Male
twitch,bastighg,BastiGHG,38121996,372410,11834,6040,3700,12066,1195075,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-300x300.png,DE,de,partner,Male
